adaptive_n_back.EZ_drift,adaptive_n_back.EZ_non_decision,adaptive_n_back.EZ_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.EZ_drift_neutral,attention_network_task.EZ_non_decision_neutral,attention_network_task.EZ_thresh_neutral,attention_network_task.conflict_EZ_drift,attention_network_task.conflict_EZ_non_decision,attention_network_task.conflict_EZ_thresh,choice_reaction_time.EZ_drift,choice_reaction_time.EZ_non_decision,choice_reaction_time.EZ_thresh,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.EZ_drift_pos,directed_forgetting.EZ_non_decision_pos,directed_forgetting.EZ_thresh_pos,directed_forgetting.proactive_interference_EZ_drift,directed_forgetting.proactive_interference_EZ_non_decision,directed_forgetting.proactive_interference_EZ_thresh,discount_titrate.percent_patient,dot_pattern_expectancy.AY.BY_EZ_drift,dot_pattern_expectancy.AY.BY_EZ_non_decision,dot_pattern_expectancy.AY.BY_EZ_thresh,dot_pattern_expectancy.BX.BY_EZ_drift,dot_pattern_expectancy.BX.BY_EZ_non_decision,dot_pattern_expectancy.BX.BY_EZ_thresh,dot_pattern_expectancy.EZ_drift_AX,dot_pattern_expectancy.EZ_non_decision_AY,dot_pattern_expectancy.EZ_thresh_AX,dot_pattern_expectancy.dprime,go_nogo.dprime,hierarchical_rule.score,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.percent_patient,local_global_letter.EZ_drift_neutral,local_global_letter.EZ_non_decision_neutral,local_global_letter.EZ_thresh_neutral,local_global_letter.conflict_EZ_drift,local_global_letter.conflict_EZ_non_decision,local_global_letter.conflict_EZ_thresh,local_global_letter.switch_cost_EZ_drift,local_global_letter.switch_cost_EZ_non_decision,local_global_letter.switch_cost_EZ_thresh,motor_selective_stop_signal.EZ_drift,motor_selective_stop_signal.EZ_non_decision,motor_selective_stop_signal.EZ_thresh,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.reg_positive_learning_bias,probabilistic_selection.reg_value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,psychological_refractory_period_two_choices.PRP_slowing,ravens.score,recent_probes.EZ_drift_xrec,recent_probes.EZ_non_decision_xrec,recent_probes.EZ_thresh_xrec,recent_probes.proactive_interference_EZ_drift,recent_probes.proactive_interference_EZ_non_decision,recent_probes.proactive_interference_EZ_thresh,shift_task.learning_rate,simon.EZ_drift_congruent,simon.EZ_non_decision_congruent,simon.EZ_thresh_congruent,simon.simon_EZ_drift,simon.simon_EZ_non_decision,simon.simon_EZ_thresh,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.EZ_drift,stim_selective_stop_signal.EZ_non_decision,stim_selective_stop_signal.EZ_thresh,stim_selective_stop_signal.SSRT,stop_signal.EZ_drift,stop_signal.EZ_non_decision,stop_signal.EZ_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.EZ_drift_congruent,stroop.EZ_non_decision_congruent,stroop.EZ_thresh_congruent,stroop.stroop_EZ_drift,stroop.stroop_EZ_non_decision,stroop.stroop_EZ_thresh,threebytwo.EZ_drift_cue_stay,threebytwo.EZ_non_decision_cue_stay,threebytwo.EZ_thresh_cue_stay,threebytwo.cue_switch_cost_EZ_drift,threebytwo.cue_switch_cost_EZ_non_decision,threebytwo.cue_switch_cost_EZ_thresh,threebytwo.task_inhibition,threebytwo.task_switch_cost_EZ_drift,threebytwo.task_switch_cost_EZ_non_decision,threebytwo.task_switch_cost_EZ_thresh,tower_of_london.avg_move_time,tower_of_london.num_correct,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,tower_of_london.total_moves,two_stage_decision.model_based,two_stage_decision.model_free,writing_task.neutral_probability,writing_task.positive_probability
s449,1.7889264569,-0.4545007104,1.0318069161,3.8,-0.3333333333,1016,-0.5,296,3.043828249,-0.3790844495,1.2578375267,-0.7737901303,0.1357945367,-0.438003272,3.5107128697,-0.2988485718,0.9591487413,4.5,0.0583333333,2,-0.0053333333,-1.5,6.5,0.0575594391,2,-0.0085376956,-1.3529770372,-0.0594019397,-0.794921875,7.8,4.7,1.245988842,-0.5161472063,1.4380220824,0.1585028513,0.1400861736,-0.4948400143,0.5555555556,-0.6614475046,0.3178370566,-0.2797887637,0.9772086683,0.0844409573,-0.36862145,3.5090968476,-0.4877696532,1.471827709,0.9375,0.8,246,0.7666687012,9.7,0.0017125011,0.9,25,0.0021133988,0.6666666667,0.5185185185,2.1297678319,-0.2707206847,1.8815821731,-1.3583981977,0.1606861801,-0.1856288124,0.4616947242,0.0747015261,0.1457240549,2.65140097,-0.3655727207,1.2700062601,-277.3333333333,-11,237,NA,NA,NA,0.3918505786,324.5,15,1.469172004,-0.5434781135,1.6111956991,1.2260692398,0.208254648,-0.5412076197,0.0712932041,3.2356149764,-0.3202502901,1.4201689273,-0.4676284752,0.0961732641,-0.2720224934,5.8,5,3.2770270463,-0.5635233892,1.5812452803,-271,3.0865596967,-0.4377620727,1.0909543832,-236,-240.6666666667,4.6666666667,65.4277777778,3.1687460952,-0.4874590751,1.4371226835,-0.6416379785,0.0653425362,0.0864162487,2.5575199888,-0.3953063204,1.1512867904,0.1409112549,0.0163309266,0.056117158,61.6666666667,-1.0896000187,0.0198692354,-0.187423158,603.5,10,9,4053.5,49,0.4620354596,0.5720383079,0.8238883472,0.508299113
s450,1.8318001854,-0.4201650467,1.3366845495,3.15,-0.2,742,-0.2666666667,541,4.7277586842,-0.5039619153,0.9632210939,-0.0335962449,0.030098892,0.0078299185,4.3096208087,-0.297004046,0.9030539973,6.0416666667,-0.0625,2,-0.0081666667,-2.7083333333,6.1666666667,0.0079764903,2,-0.0080142737,-0.9363979849,-0.1374406363,-0.9550444665,7.2,6.8,2.3148039708,-0.6441570647,1.5359175577,-0.0114123517,0.2164186192,-0.0174116529,0,-3.2647732666,0.2493328919,0.3175615846,-1.0673071227,-0.0767718171,0.3186478273,4.2738930124,-0.4789945619,1.044927448,0.9886363636,0.9142857143,148,0.888521862,12.4,0.0017309969,1,25,0.0018450159,0.7222222222,0.1851851852,2.4139739784,-0.5117651246,1.62877714,-0.3320623245,0.1743202411,-0.0460401987,0.4368186754,0.090548623,0.2063291493,3.2483941939,-0.385119192,1.1649416321,-356,-70,115,0.7741935484,9.8970269106,-12.1470031116,0.4424708494,377.5,16,1.2367984612,-0.6479320489,1.4487077122,0.5675259827,0.1441961991,-0.1118499864,0.0547134593,4.4601645329,-0.3317064796,0.8725732581,-0.6751375799,0.0117301782,-0.0329348962,7.3,7.2,3.0743144673,-0.3897461273,1.2290517619,-297.5,3.3165009212,-0.3911087415,1.2213299606,-271.8333333333,-302.6666666667,30.8333333333,-36.4097222222,2.7925922037,-0.4469890131,1.6306988487,-0.4619688635,0.0422212977,0.0212830633,2.6487816428,-0.4622521217,1.5394011262,-0.5727562499,0.0263381717,-0.0963878163,41.1666666667,0.1424330412,-0.0101930329,-0.0578603588,596,10,8,3496.5,55,-1.3862943611,1.1349799328,0.8126815854,0.3929136181
s451,1.4292302959,-0.4130996075,1.1876663926,2.15,-0.3666666667,715,-0.3,400,3.3072678367,-0.4280861638,1.3769301782,-0.5730350376,0.0949551866,-0.2880488264,NA,NA,NA,13.9583333333,0.0625,1,-0.0028333333,-2.625,15.5416666667,0.0104761905,1,-0.000152381,-3.9380952381,-0.1580180448,-0.7129976663,7.4,8.3,2.8422634834,-0.5681375739,1.4997483174,-0.1860289398,0.0566158654,0.0823127189,0.8055555556,0.2186367027,0.0410937671,0.1851914202,0.5959612877,-0.0149738022,0.0111678996,3.0927872346,-0.6355900751,1.6699454512,1,0.8857142857,238,0.7293655396,11.9,0.0010473463,1,21.8,0.0010621789,0.6388888889,0.5925925926,2.4779257937,-0.5555365514,1.0650267802,-0.9924272933,0.0867748349,-0.0579257722,-0.8073924614,0.0951748732,-0.2134126379,3.1886231366,-0.4290295411,1.6268419263,-359.1666666667,-6.5,99,0.9285714286,40.0814029314,-26.9170590084,0.6377633009,420,15,2.4691756824,-0.5497703787,1.4281529459,-0.7325910267,0.0275697743,0.0712191059,0.0839289227,3.3774436882,-0.3410117572,1.1522976125,0.2540865729,0.0471143719,-0.0806225834,4.9,6.1,NA,NA,NA,-392.3333333333,3.2458539219,-0.4509248754,1.4301272549,-317.6666666667,-270.6666666667,-47,29.1375,3.2909338523,-0.4588266714,1.1699255514,-0.8232807567,0.0464741721,-0.0725062237,2.8065365425,-0.4875554482,1.5335859798,0.0328131074,0.0500900306,0.1940190648,16.3333333333,-0.4051912755,-0.0113246173,-0.3116949064,1115.5,9,6,4894,48,-2.0951879932,2.3006319674,0.51847973,0.176661702
s453,1.7190685228,-0.4916961452,1.1825715491,2.35,-0.2666666667,820,-0.3666666667,570,3.5002001882,-0.5488630231,1.0999792568,0.0631372583,0.123608467,-0.0328626117,3.4469357047,-0.3456173976,1.4517086289,10,2.775557562e-16,1,-6.938893904e-18,4.440892099e-16,24.2083333333,-0.1130550622,0,-0.0026394316,-0.9915630551,-0.2404509347,-0.3458355135,8.9,8.9,1.6215521828,-0.6264177641,1.4597887377,-0.2450238887,-0.0280929586,-0.2052450105,0.0555555556,0.8001479052,0.2894380619,0.1122952626,0.0702071214,0.0459784334,-0.0332026373,2.8599942358,-0.5803007296,1.1651088203,0.7155172414,0.7650793651,113,0.7586198807,10.5,0.0009973241,1,25,0.0016370174,0.4722222222,0.2222222222,2.7309989061,-0.5779671492,1.528520301,-2.9749029347,-0.0494024449,-0.2001205166,-0.1823791536,-0.0654920796,0.2689852037,NA,NA,NA,NA,NA,NA,0.9,-2.5335655326,3.3863621842,0.647701198,519,6,1.1864676603,-0.727023534,1.6982367813,-0.21172673,-0.0741589136,0.3311384423,0.0534652054,3.3274556068,-0.3661360126,1.1696084811,0.2664481452,0.0599505189,-0.2853182914,5.9,4.9,1.9918559143,-0.4330728476,0.9364991078,-433,3.4576973426,-0.4478179879,1.0428882106,-237.6666666667,-308.3333333333,70.6666666667,73.1638888889,3.117429821,-0.5497555073,1.4607792807,-1.1472781479,0.157065029,-0.2553361735,2.5149359185,-0.4300091644,1.5046863048,-1.1507536406,-0.0112727805,-0.1912551759,8,0.1859194938,0.1720015429,0.0307929158,545.5,11,11,5408,48,-0.5678916972,0.9733568053,0.9166965387,0.1534768705
s456,0.7757459817,-0.2273914967,1.1374718026,1.3,-0.3,500,-0.3666666667,475,3.8945869742,-0.476992805,1.1466962089,-0.6889240026,-0.0106442897,0.301260244,2.1392265688,-0.3236027781,0.9934670356,19.2916666667,0.2291666667,2,-0.0148333333,-7.125,6.4166666667,-0.0016949153,0,-0.0024096386,-0.2838472534,0.0290088098,-0.5355575654,6.7,7,NA,NA,NA,NA,NA,NA,0.2777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6571428571,113,0.7262480736,8.4,0.0007537971,0.7526407838,9.9,0.0008973645,0.4722222222,0.2222222222,2.7073668085,-0.5609245861,1.2562750533,-1.6479793996,0.0123862096,-0.2132033354,-0.1152754609,0.1389365451,-0.168819309,2.4290782199,-0.3658463926,1.0485617178,-273.1666666667,16.5,125.5,NA,NA,NA,0.4505768973,376,10,1.7969384671,-0.7077435907,1.9624269774,-0.8686950754,-0.1238028182,0.0772247745,0.1019174771,1.9644458462,-0.1310852561,1.9706325926,-0.5616058333,0.1757730064,-0.6766219072,5.7,5.1,3.0090436003,-0.4314088255,1.0196106613,-329.3333333333,2.2079881611,-0.4253836763,1.0685204197,-244.8333333333,-249,4.1666666667,156.6652777778,2.5579076914,-0.5052294355,1.2172117546,-0.1657469545,0.1227319606,-0.0945541908,1.8588674345,-0.5138779593,1.2493562893,-0.4908094074,0.0641370964,-0.0257412083,-36.6666666667,0.2596469777,-0.0377313334,-0.0503369041,1288,8,7,3740,48,NA,NA,0.8060803131,0.3561214143
s459,1.2446292853,-0.4586867799,1.161004055,1.95,-0.1333333333,158,-0.0666666667,140,2.8477809544,-0.3653790014,1.5990966175,-0.1057327688,0.1563588317,-0.1830750583,3.0296577028,-0.3534011173,1.1114443149,12.3333333333,-0.0166666667,1,-0.001,-3.75,8.7916666667,0.0587697423,0,-0.0014139651,-0.7406483791,-0.1787987822,-0.5867699972,7.8,7,1.6536230673,-0.6313100186,1.1033646833,0.1603683812,0.1428937388,-0.5041324783,0,1.0692329072,0.1463665027,-0.0835693663,-1.7549081019,-0.2358266735,0.0428848083,3.0233858366,-0.6420143281,1.2440357662,0.6439393939,0.6285714286,123,0.750087738,6.2,0.0016015729,0.7776842117,9.7,0.0014468802,0.5833333333,0.2222222222,2.7100881814,-0.4042971767,1.5831438514,-0.9441744058,0.4085985312,-0.2585646791,0.4614361135,0.0849811301,-0.1276211228,3.0259104532,-0.3683523294,1.0061508709,-277.6666666667,-48.5,85,1.1413043478,-4.293557623,7.4201807672,0.5782953093,406.5,12,1.2029192989,-0.5851764223,1.3097606483,-0.8324908365,-0.0275959194,0.2986343462,0.0640730763,3.0985236614,-0.315385374,1.2560240693,-0.580638016,0.0498775549,-0.2860248798,6.3,7.9,3.1589453025,-0.4135894385,0.862967999,-316.3333333333,2.8593943727,-0.3702657486,1.2044032334,-245,-254.6666666667,9.6666666667,0.5319444444,3.2984302905,-0.4401745491,1.1672666277,-1.477055126,0.1856816598,0.0141276536,2.5598334492,-0.4395467431,1.2651910823,-0.0070597109,0.027957165,0.1103892859,6.5,-0.9842225687,0.0153210042,-0.3487075828,714,10,8,4852.5,50,0.0430417513,-0.0430417513,0.4377562331,0.7594474232
s461,1.1190597089,-0.3454533814,1.1232250047,1.8,-0.1333333333,470,-0.2666666667,200,3.9635816653,-0.5798128636,1.14892975,-0.1399578191,0.0100195713,0.0445170667,NA,NA,NA,7.625,0.0041666667,1,-0.0018333333,-1.875,7.8333333333,-0.0757683215,2,-0.0043687943,-1.9089834515,0.1079307456,-0.886428372,6.9,6.5,1.6951574386,-0.4610016135,1.4145560868,-0.484679193,0.0986230809,-0.024377535,0.75,0.6866903852,0.4093302993,0.0042801534,-0.7451727937,0.0764374486,0.0055151278,3.2051544396,-0.6261111589,1.6114000343,0.875,0.9714285714,153,0.7385105133,10.1,0.0011846006,0.9598880768,16.9,0.0012976711,0.5833333333,0.4444444444,1.507241132,-0.834383808,1.4067182027,-0.41862147,0.1181443949,-0.2211951361,-0.3663072478,0.2495436593,-0.1111933143,4.239978496,-0.398182813,0.9603519712,-387.1666666667,-47.5,32,0.7419354839,-9.0464815536,14.2418923796,0.5854811429,451.5,10,1.5629366921,-0.5961203023,1.3101572532,0.1691285446,0.1039452796,-0.0917131457,0.1134917998,3.9425954176,-0.4662866653,1.1655063133,0.9630406902,0.0481907386,-0.2288041713,6.2,5,4.0778792087,-0.4249581727,0.9265825247,-304.3333333333,3.9220224971,-0.4079934572,1.1260588292,-244.3333333333,-241.6666666667,-2.6666666667,8.1569444444,4.3617558736,-0.611040611,1.044046715,-1.3243453107,0.0714398196,0.2235289129,1.9909512113,-0.4462891511,1.6646244197,0.3228072482,0.0023043173,0.2346443379,-1,-0.2031239656,0.037855117,-0.3054067956,826,8,6,2105,61,0.1940376502,0.632640923,0.532143099,0.2399847399
s462,0.9734065649,-0.3725688549,1.0463968682,1.55,-0.2,487,-0.1,220,2.8837230863,-0.4327248409,1.1676904228,-2.4135579783,0.1395203621,-0.4442250627,2.6002951221,-0.3549954421,1.216810954,14.5,0.05,1,-0.0043333333,-5.0833333333,16.0833333333,0.0498483316,0,8.61476e-05,-1.121536906,0.0278288156,-0.9562267319,6.3,6.4,0.3050101198,-0.8365840052,1.4123561422,0.4727886777,0.2858180818,-0.5535878342,0.0555555556,0.2253295774,0.1031308355,-0.5377799452,-0.7860586551,-0.1387803295,-0.5055694911,2.5127415284,-0.492947701,1.4921964848,0.6912972085,0.6444444444,168,0.6388552904,3.5,0.0013530346,0.7451288223,6.5,0.001863902,0.5555555556,0.1481481481,0.6283337625,-0.4743239589,1.3156679181,-0.202071677,-0.0063611616,-0.1543682748,0.5070131422,0.0118912767,0.2813967837,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8624257218,664,10,1.2443504914,-0.6790058926,1.9022965237,-0.5358468812,0.1395477565,-0.708043704,0.0736659832,1.7527247353,-0.2410544705,1.5698616318,-0.1585536093,0.2029739871,-0.7002596559,4.8,4.4,2.9059205867,-0.5530165826,1.7851092799,-327.3333333333,NA,NA,NA,NA,NA,NA,NA,2.7992780109,-0.4971177109,1.3754073682,-1.2982816631,0.1445155512,-0.2141991429,1.549671281,-0.4564048174,1.0385672963,0.0670655532,0.0149209153,0.1650362265,-14.6666666667,-0.8627099929,-0.0368219007,-0.116484999,867,8,7,3778,47,NA,NA,0.6542605562,0.1995555068
s467,1.1828332453,-0.4591142908,1.1600195815,2,-0.1666666667,387,-0.2,412,3.9125368105,-0.4815023566,1.1639192453,0.5528196279,0.0688699681,0.0247142784,3.0215257054,-0.2960727206,1.4244674753,12.0416666667,-0.0291666667,1,0.0031666667,-1.2916666667,7.2916666667,0.0951041443,2,-0.0015069787,-2.028022332,0.1787792867,-0.7385464856,5.6,3.3,2.0620779119,-0.41924948,1.3739603764,-1.6133497543,-0.0468057585,0.593219977,0.0277777778,-0.3126924222,0.2367214572,-0.2007741201,0.1350964311,0.099136434,-0.0774616734,3.7079123644,-0.5817812011,1.3898094367,0.9375,0.9714285714,181,0.6438240051,4.7,0.0008910011,0.65,7.5,0.0017257695,0.5833333333,0,2.2943085855,-0.499503215,1.5239918394,-2.1337466154,0.1257389962,-0.3275442537,-0.1042111505,0.1360481377,-0.2310794618,3.2101965477,-0.4368152978,1.2701831129,-275.8333333333,-32.5,150.5,0.9130434783,-7.3297775312,7.8184199909,0.4276950095,430.5,2,1.8891045954,-0.5809313294,1.8666835776,0.3216509082,0.1014850922,0.0781156815,0.0402024399,3.1064976362,-0.3242405907,1.4791963131,1.305574785,0.1551528923,-0.4377084563,5.5,5.4,1.8600696952,-0.5357583852,1.1488630729,-306.3333333333,3.5126536024,-0.4952799087,1.3929219366,-226.3333333333,-255.5,29.1666666667,-72.6152777778,3.142305126,-0.3972691209,1.4492153718,-0.4682070786,0.1046732167,-0.0094223899,1.206832257,-0.3381801914,1.4846797961,0.1419708393,0.0115491886,-0.0419857851,103.1666666667,-0.8032465849,0.0436983558,-0.1831933417,1099,7,6,5071.5,47,0.1615856583,1.0911773102,0.5636077225,0.6444832007
s468,1.7052509342,-0.34909417,0.6442525652,1.1,-0.3,777,-0.4333333333,417,2.3497919212,-0.352750269,1.6385057617,-1.2735872723,0.1394699876,-0.5706213332,2.2496391248,-0.2087236838,1.0856616994,11.625,0.1041666667,2,-0.0241666667,-6.0416666667,6.125,0.0906862745,0,-0.0021666667,-0.9901960784,-0.2105410317,-0.3604082203,7.7,4.9,-0.5783870724,-0.4302932128,0.8831899054,-0.529296305,0.0887414645,-0.6799171997,0.8611111111,-0.4787466941,0.1308895754,0.0450761355,2.4129512168,-0.1397649735,-0.4695462997,2.1275285939,-0.5039069238,1.0058930205,0.8947368421,0.6222222222,130,0.6772982836,3.4,0.0012811597,0.6381545067,3.5,0.0015206618,0.5277777778,0.8888888889,1.7944083392,-0.4614111239,1.931408714,-1.5671857259,0.111508153,0.087122201,-0.2443846331,0.1889303623,-0.2900652929,NA,NA,NA,NA,NA,NA,0.7391304348,0.0914745962,1.5872494567,0.7496762738,579,6,1.2095592944,-0.4535537771,0.8770731337,-0.0131801619,-0.2826128182,1.2253645961,-0.0045713897,1.5637901271,-0.2511615708,1.5618125431,0.4023595941,0.1711517931,-0.4442859613,7.1,6,3.249431862,-0.3681393174,0.9870591481,-379.3333333333,NA,NA,NA,NA,NA,NA,NA,2.5424319298,-0.3291095443,1.7827810609,-0.3050324071,0.15946433,-0.3813799325,1.5944800101,-0.3027941549,1.5262739828,-0.0565106887,-0.0485929834,0.3285298746,33.5,-0.4202839038,0.1562640122,-0.6432967083,737.5,9,7,2931.5,58,NA,NA,0.8641007274,0.3005941055
s469,0.9838680453,-0.427689314,1.0360768621,1.7,-0.2,585,-0.2333333333,300,3.9246609217,-0.524650814,1.1603236515,-0.3716076986,0.0238310619,0.0903605357,NA,NA,NA,17.0833333333,0.125,1,-0.0016666667,-2.5,17.875,0.0467735348,0,0.0054302634,-1.7771084337,-0.0313445314,-1.1247700844,6.3,5.4,2.6175517708,-0.5652460462,1.0823905665,-0.7249464359,-0.0349898629,0.3227866687,0,0.7624163719,0.3016919475,-0.0507396608,-0.1783060158,-0.0497283556,0.4318489368,3.508934622,-0.6726284151,1.4718957548,1,0.8857142857,222,0.7259790421,4.8,0.0012726102,0.8725616455,15.8,0.0017990564,0.5833333333,0.1111111111,2.7392191431,-0.5466659981,1.5125240114,-0.804792779,0.1650954044,-0.4111267096,-0.7545493692,0.1129098242,-0.3210087235,3.8784611065,-0.3692675904,1.3374855808,-299.5,25,116.5,1.5,10.8837097811,-9.9251366707,0.5117351171,415,14,2.1978834473,-0.5582427355,1.0770014293,-1.2285797438,-0.0449694195,0.4186023444,0.0824397399,3.6125000933,-0.3211400223,1.0773204699,-0.6618148923,0.0123053962,-0.0002642562,6.1,6,3.2748358643,-0.4444801753,0.8342413346,-356.6666666667,3.6271033464,-0.4086220607,0.9968891255,-264.1666666667,-253.3333333333,-10.8333333333,24.0194444444,3.6096035758,-0.5094059639,1.0666400121,-0.4617208407,0.1046000969,0.3800075523,3.0480680667,-0.4643427258,1.2899402332,-0.3578798909,-0.0245102368,0.2893155528,5.1666666667,-0.4028092952,0.0593797069,-0.64164129,887,7,5,4387.5,58,1.0764903716,-0.2498117984,0.8324493087,0.5012340848
s471,0.7883340254,-0.2094140789,1.2046784506,1.9,-0.3333333333,579,-0.4333333333,394,3.3000968634,-0.4463314604,1.3734746829,-1.4925968286,0.0126089301,0.1561724582,NA,NA,NA,14.75,0.075,1,-0.006,-0.75,17.7916666667,0.0085714286,1,-0.0022761905,-3.5857142857,0.1695965364,0.1542193857,6.8,5,0.9102987478,-0.6131011013,1.049667977,-0.7202717623,0.1103960908,-0.2894048408,0.1666666667,0.1039938787,0.1902648169,-0.3793596335,-0.8138571304,-0.264223046,-0.4183405868,2.9200292419,-0.6044744086,1.7648082151,0.75,0.9619047619,100,0.7242507935,5,0.00150287,0.7269584656,7.4,0.0014840076,0.5555555556,0.2592592593,1.6848220994,-0.3308161105,1.9337926177,-2.4583233984,0.3679962922,-0.5309845173,0.6984117323,0.0613093904,0.106088669,2.9331513328,-0.4360655128,0.9293992697,-260.8333333333,14,7,1.3885714286,13.7132770943,-12.8349024884,0.7428714658,611,7,1.3051965066,-0.6868017076,1.1802399356,-0.5700151568,-0.0899139558,0.5954725172,0.0228259692,2.6918746167,-0.2506768252,1.6994517316,0.3356814206,0.1153809018,-0.1884273534,5.7,5.3,4.2412659409,-0.3910905834,1.2230748739,-299.5,3.6487138368,-0.466929408,1.092531565,-154.0833333333,-244.3333333333,90.25,-70.9722222222,3.5500318565,-0.5600103215,1.2827707118,-1.3619262685,0.2642968246,-0.2304517078,2.602567783,-0.4314115921,1.3256091036,-0.1835117492,0.0288007754,0.0734449969,-6.8333333333,-0.7508073524,-0.0033476728,-0.3087950283,937.5,10,8,4043,52,1.2637567367,0.7172447321,0.8348524595,0.6225294788
s473,1.202590224,-0.4563697747,1.2449034572,2.65,-0.4333333333,871,-0.3333333333,578,3.920574346,-0.4801822427,1.1615331045,-0.932667166,0.0838415378,-0.1165925619,NA,NA,NA,10,0.0666666667,3,-0.0026666667,-1.9166666667,10,-0.0373674912,1,-0.0004946996,-0.7517667845,0.0465345484,-0.7328926021,8,7.1,2.7477161403,-0.474025587,1.2939284409,-0.9662721049,0.0205852026,0.161021295,0.8333333333,1.1862317401,0.1167623348,0.0571360817,NA,-0.0223958661,-0.7748792656,4.3698020687,-0.3809003696,1.0027975102,NA,0.9142857143,207,0.8496757507,11,0.00199196,1,24.7,0.0022297972,0.6388888889,0.8518518519,2.5409394863,-0.4827530233,1.6663547193,-0.0812324548,0.2444575835,-0.1731347433,0.2400209832,0.1528518161,-0.1464300653,3.8211410235,-0.3457417278,0.80291539,-335,-34,13.5,0.6363636364,NA,NA,0.3376973789,188,18,2.1209978372,-0.5122535175,1.6625950592,0.2359811654,0.1290499729,-0.4920846681,0.0661135686,3.7228306598,-0.3296800335,1.2343080495,0.858647093,0.0585255143,-0.3848397102,7.1,6.6,3.4554783379,-0.392202728,1.028901852,-309.1666666667,4.1711547772,-0.3685611941,0.9449617716,-223.6666666667,-214,-9.6666666667,44.5666666667,3.1977715464,-0.3890757791,1.424078245,-0.4556953798,0.0777618756,0.2366622359,2.3871240852,-0.4751208845,1.1114805389,0.5403162447,-0.0457121165,0.5152559265,59.3333333333,-0.8951753361,0.0530997461,-0.4840362024,602.5,10,6,2489,61,-3.2139059402,1.9657619176,0.2029161739,0.5657648364
s475,1.1852195812,-0.3886932894,1.0525120713,1.75,-0.1,508,-0.1666666667,357,2.6565129268,-0.4181641172,1.1803045204,-0.9609405776,0.0333351669,-0.0948550112,3.0360316223,-0.293884769,1.281877392,5.7916666667,0.0125,2,-0.0041666667,-1.2083333333,5.375,0.0242647059,0,-0.0009705882,0.0416666667,-0.203929559,0.0918934653,8.5,7.3,2.0447423801,-0.4382499594,2.0847026591,-0.3199921168,0.2085901836,-0.0700110087,0,0.5858298564,0.5517248469,-0.5138219623,0.5882176451,0.1406892412,-0.2514929958,3.5160413751,-0.4417560985,1.0697257838,0.9147727273,0.9142857143,143,0.6336494684,4.2,0.0017115589,0.6910768509,4.7,0.0016652069,0.5,0.1851851852,2.3101980797,-0.4872280938,1.7650163766,-0.1508246493,0.1141496476,0.0257255895,0.6162418435,0.0132253942,0.1247834883,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4464076571,316,2,1.8640172392,-0.6295707912,1.5039347931,0.155565607,0.060921062,-0.4063843215,0.053019711,4.0480528379,-0.3437156196,1.1351432489,-1.8593424375,0.0204396547,-0.1312532062,5.3,5.2,NA,NA,NA,NA,3.5915673815,-0.3973579345,0.957503325,-345.75,-305,-40.75,-2.1347222222,2.6170516302,-0.5017809735,1.1981017798,-0.6792147858,0.0784059847,0.039306457,2.2318386022,-0.44051198,1.0316987486,-0.0349664717,0.0454776477,-0.1017065706,44.6666666667,-0.6361736318,-0.0203764341,0.1030532489,810.5,8,6,4646,52,0.0501497837,0.1321717731,0.1750609719,0.1520313703
