"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-SelfConceptWorker","UPDATE-SelfConceptWorker","CURRENT-SelfConceptTester","UPDATE-SelfConceptTester","CURRENT-RetestWorkerB5","UPDATE-RetestWorkerB5","CURRENT-RetestWorkerB4","UPDATE-RetestWorkerB4","CURRENT-RetestWorkerB3","UPDATE-RetestWorkerB3","CURRENT-RetestWorkerB2","UPDATE-RetestWorkerB2","CURRENT-RetestWorker","UPDATE-RetestWorker","CURRENT-Pilot_EMA","UPDATE-Pilot_EMA","CURRENT-LifetimeWorker","UPDATE-LifetimeWorker","CURRENT-F/U","UPDATE-F/U","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A3HW4QDJB63OQ2","https://requester.mturk.com/workers/A3HW4QDJB63OQ2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A3HXHSLYQT8GWC","https://requester.mturk.com/workers/A3HXHSLYQT8GWC","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3I1W58P6SIV26","https://requester.mturk.com/workers/A3I1W58P6SIV26","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3IS28VQS5T5DE","https://requester.mturk.com/workers/A3IS28VQS5T5DE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3ISDIYTS02E8C","https://requester.mturk.com/workers/A3ISDIYTS02E8C","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A3ITZNJQUTIZ4C","https://requester.mturk.com/workers/A3ITZNJQUTIZ4C","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3IW9415ZOO0EX","https://requester.mturk.com/workers/A3IW9415ZOO0EX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3J0IAI8AJBGKX","https://requester.mturk.com/workers/A3J0IAI8AJBGKX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3J2UG22S8BIW4","https://requester.mturk.com/workers/A3J2UG22S8BIW4","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3J5UWZM4ZZ1D6","https://requester.mturk.com/workers/A3J5UWZM4ZZ1D6","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A3J8Y94SGZ3R0E","https://requester.mturk.com/workers/A3J8Y94SGZ3R0E","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3JI3B5GTVA95F","https://requester.mturk.com/workers/A3JI3B5GTVA95F","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3JQ7DXNK59KEW","https://requester.mturk.com/workers/A3JQ7DXNK59KEW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3JRTXSXU2IJEJ","https://requester.mturk.com/workers/A3JRTXSXU2IJEJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3JTMXHPNCUFNX","https://requester.mturk.com/workers/A3JTMXHPNCUFNX","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A3JTUAILPRA5I3","https://requester.mturk.com/workers/A3JTUAILPRA5I3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3K4MDM191NKF6","https://requester.mturk.com/workers/A3K4MDM191NKF6","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3KACB3ERCT0DG","https://requester.mturk.com/workers/A3KACB3ERCT0DG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3KHTVJITDJJ3G","https://requester.mturk.com/workers/A3KHTVJITDJJ3G","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3KK5FKG3L0Q66","https://requester.mturk.com/workers/A3KK5FKG3L0Q66","5","5","100.00%","5","5","100.00%","4","4","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A3KKXA7COL5JHL","https://requester.mturk.com/workers/A3KKXA7COL5JHL","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A3KN0O7VP8YSZY","https://requester.mturk.com/workers/A3KN0O7VP8YSZY","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A3KSOAD08L2DGK","https://requester.mturk.com/workers/A3KSOAD08L2DGK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3KUZNPVWM8K4Z","https://requester.mturk.com/workers/A3KUZNPVWM8K4Z","1","0","0.00%","1","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3KX8PBHVFQZ3U","https://requester.mturk.com/workers/A3KX8PBHVFQZ3U","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3LJ2FHESYV9QQ","https://requester.mturk.com/workers/A3LJ2FHESYV9QQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3LKPARORDKLWT","https://requester.mturk.com/workers/A3LKPARORDKLWT","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3LZCR1FDVSVQ8","https://requester.mturk.com/workers/A3LZCR1FDVSVQ8","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","2","","Never Blocked","",""
"A3ME2WULDZQ93J","https://requester.mturk.com/workers/A3ME2WULDZQ93J","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3MK8WQ4S3WUC2","https://requester.mturk.com/workers/A3MK8WQ4S3WUC2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3MLUEOP3CCLXL","https://requester.mturk.com/workers/A3MLUEOP3CCLXL","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3MM9HW5JJF8WJ","https://requester.mturk.com/workers/A3MM9HW5JJF8WJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3MU49UX4XYSHB","https://requester.mturk.com/workers/A3MU49UX4XYSHB","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A3MZLFTQM5XWK","https://requester.mturk.com/workers/A3MZLFTQM5XWK","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3N0QZ9ZKUCTCQ","https://requester.mturk.com/workers/A3N0QZ9ZKUCTCQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3N3F77POSIH8J","https://requester.mturk.com/workers/A3N3F77POSIH8J","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3N6DWJC7P3HSI","https://requester.mturk.com/workers/A3N6DWJC7P3HSI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A3N8JP3QR3VPE8","https://requester.mturk.com/workers/A3N8JP3QR3VPE8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3NDYVCFCYRPT9","https://requester.mturk.com/workers/A3NDYVCFCYRPT9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3NHJPE6326P9V","https://requester.mturk.com/workers/A3NHJPE6326P9V","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A3NM3GAVMJEI3J","https://requester.mturk.com/workers/A3NM3GAVMJEI3J","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3NN9144OLETQP","https://requester.mturk.com/workers/A3NN9144OLETQP","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3NPYIGN1MP121","https://requester.mturk.com/workers/A3NPYIGN1MP121","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","1","","Never Blocked","",""
"A3NS1DN6J7Z3EU","https://requester.mturk.com/workers/A3NS1DN6J7Z3EU","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3NS22CC45PE4P","https://requester.mturk.com/workers/A3NS22CC45PE4P","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3NSJ6GJC7TZSG","https://requester.mturk.com/workers/A3NSJ6GJC7TZSG","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3O2NOP1NUWCWL","https://requester.mturk.com/workers/A3O2NOP1NUWCWL","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3OV174HQJIJK8","https://requester.mturk.com/workers/A3OV174HQJIJK8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3OW5EFQ5QFD19","https://requester.mturk.com/workers/A3OW5EFQ5QFD19","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A3P5WIW36V70AI","https://requester.mturk.com/workers/A3P5WIW36V70AI","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A3PBZQQIFK4MI8","https://requester.mturk.com/workers/A3PBZQQIFK4MI8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3PJ51GS2AKBO6","https://requester.mturk.com/workers/A3PJ51GS2AKBO6","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3PKRRJR7IXFY7","https://requester.mturk.com/workers/A3PKRRJR7IXFY7","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3PPRVK6XK6GP5","https://requester.mturk.com/workers/A3PPRVK6XK6GP5","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3PRZRK9IC5CBI","https://requester.mturk.com/workers/A3PRZRK9IC5CBI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3PVIRB9JTIZHJ","https://requester.mturk.com/workers/A3PVIRB9JTIZHJ","2","2","100.00%","2","2","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","2","","Never Blocked","",""
"A3Q92WMGIHEPSD","https://requester.mturk.com/workers/A3Q92WMGIHEPSD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3QA03VC1NRKR6","https://requester.mturk.com/workers/A3QA03VC1NRKR6","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A3QAHF4UUBM7ZO","https://requester.mturk.com/workers/A3QAHF4UUBM7ZO","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A3QJJR5Y3XE92N","https://requester.mturk.com/workers/A3QJJR5Y3XE92N","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A3QSFE6GKO157S","https://requester.mturk.com/workers/A3QSFE6GKO157S","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A3RJ66BKO8HBGG","https://requester.mturk.com/workers/A3RJ66BKO8HBGG","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","","","","","1","","","","Never Blocked","",""
"A3RL02A3JRAUS4","https://requester.mturk.com/workers/A3RL02A3JRAUS4","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3RO90I4O8I0O2","https://requester.mturk.com/workers/A3RO90I4O8I0O2","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","","","","","1","","","","Never Blocked","",""
"A3RQ7NZ1YH2KV3","https://requester.mturk.com/workers/A3RQ7NZ1YH2KV3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3RQN5RZD1N2KP","https://requester.mturk.com/workers/A3RQN5RZD1N2KP","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A3RR85PK3AV9TU","https://requester.mturk.com/workers/A3RR85PK3AV9TU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3RRDLX4HYGGPR","https://requester.mturk.com/workers/A3RRDLX4HYGGPR","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3RRTVBTY0MMW7","https://requester.mturk.com/workers/A3RRTVBTY0MMW7","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3RS7UCO7CQ74R","https://requester.mturk.com/workers/A3RS7UCO7CQ74R","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A3S0INU046UTYK","https://requester.mturk.com/workers/A3S0INU046UTYK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3S300T3IVQ2GC","https://requester.mturk.com/workers/A3S300T3IVQ2GC","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3SBP4J5K9LS7X","https://requester.mturk.com/workers/A3SBP4J5K9LS7X","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3SHLGG66PJXEB","https://requester.mturk.com/workers/A3SHLGG66PJXEB","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3SM6R11R3687Q","https://requester.mturk.com/workers/A3SM6R11R3687Q","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A3SMHT004D5IOY","https://requester.mturk.com/workers/A3SMHT004D5IOY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3T37C9ONAQUBN","https://requester.mturk.com/workers/A3T37C9ONAQUBN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3TCFIPOBRZZB3","https://requester.mturk.com/workers/A3TCFIPOBRZZB3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3TGY06F7XQ9LL","https://requester.mturk.com/workers/A3TGY06F7XQ9LL","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3TIUBKMKNPIFL","https://requester.mturk.com/workers/A3TIUBKMKNPIFL","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A3TOUB8313BPVS","https://requester.mturk.com/workers/A3TOUB8313BPVS","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3TPW4JUUJDUFI","https://requester.mturk.com/workers/A3TPW4JUUJDUFI","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","","","","","1","","","","Never Blocked","",""
"A3U0K4A3LQXQO4","https://requester.mturk.com/workers/A3U0K4A3LQXQO4","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","1","","","","1","","","","Never Blocked","",""
"A3UAO2LYUPO7L6","https://requester.mturk.com/workers/A3UAO2LYUPO7L6","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A3UC45GKCAZ7ZU","https://requester.mturk.com/workers/A3UC45GKCAZ7ZU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3UH5KXMS7AQS3","https://requester.mturk.com/workers/A3UH5KXMS7AQS3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3UN34SW8L8NT3","https://requester.mturk.com/workers/A3UN34SW8L8NT3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","","","","","1","","","","Never Blocked","",""
